"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC107917204",733.310822269004,9.08412234951523,1.03293395526192,8.79448516842663,1.43705351191027e-18,1.31297137419222e-15
"LOC107962346",4317.78908492226,7.16600556782221,0.818072346142094,8.75962327979428,1.9590398342013e-18,1.75954981176263e-15
"LOC107930669",479.490870213184,4.28264131609802,0.489628195853086,8.74672119042555,2.19641501344791e-18,1.9398737398772e-15
"LOC107954209",393.688613089753,4.64535203587395,0.531745086609616,8.73605069957961,2.41401664325216e-18,2.09710770424948e-15
"LOC107907037",548.794884070792,3.50550577058689,0.401354925524341,8.7341790212421,2.45432146207312e-18,2.09773230513191e-15
"LOC107890413",166.714574893097,4.75956743971701,0.545800602338526,8.72034112700548,2.77364874617952e-18,2.33303483107215e-15
"LOC107940464",239.862910681096,3.18967174154378,0.366540398001796,8.7021014843994,3.25794034918491e-18,2.69757460912511e-15
"LOC107959594",716.801458555966,7.3584473873209,0.848709361781033,8.67016168159033,4.31507221714668e-18,3.51791241432365e-15
"LOC107896045",496.453843984318,4.13216912838177,0.477380146110058,8.65593000055163,4.88908637535234e-18,3.92549189701017e-15
"LOC107897140",257.693526342514,-2.72233706761489,0.315727215002167,-8.62243398180357,6.55457531549867e-18,5.18417992714784e-15
"LOC121211190",2598.9156448157,6.67871766789648,0.775402934037599,8.61322207425724,7.1035302488324e-18,5.53573933744304e-15
"LOC107948034",665.623564954899,8.09411786625643,0.944879659964218,8.56629495714083,1.06867931928589e-17,8.20745717211561e-15
"LOC107889139",145.933160365397,-7.67693382871668,0.897552619257926,-8.55318525510379,1.19737491824562e-17,9.06447023823882e-15
"LOC107962665",70.7764959340862,4.42107163830924,0.517431047830203,8.5442720471618,1.29349009774948e-17,9.65417285351273e-15
"LOC107898811",125.063808502501,-3.71162153937025,0.435240638931922,-8.52774582005611,1.49226981459873e-17,1.08348250366103e-14
"LOC107919928",4890.93551916009,2.49810110798532,0.292938832697547,8.52772261356198,1.49256911924923e-17,1.08348250366103e-14
"LOC107886383",174.135584601131,5.64468325885453,0.662735774256717,8.51724545153044,1.63392965799337e-17,1.17007027616736e-14
"LOC107885957",441.26916331727,2.88169227752791,0.338849429696471,8.50434448158649,1.82624521885811e-17,1.29035182183639e-14
"LOC107962502",622.048165569916,-2.64002271214048,0.314582460515562,-8.3921484618494,4.77337590060415e-17,3.32829915427389e-14
"LOC107958003",428.889783771246,-3.26955257586823,0.390886130325052,-8.36446300396831,6.03893323186243e-17,4.11083134716449e-14
"LOC107962211",685.477371026444,6.14533969713939,0.734716621574046,8.36423121063152,6.05081606806367e-17,4.11083134716449e-14
"LOC107955124",1710.65696762435,4.73701389938265,0.569280016524146,8.32106127368645,8.71791641453578e-17,5.80890308606725e-14
"LOC107955640",293.021469785544,3.61679912577958,0.43469250113088,8.32036236275126,8.76947929659911e-17,5.80890308606725e-14
"LOC121217266",1670.70197205341,6.60767981511346,0.797337905241059,8.28717632973408,1.15968648787188e-16,7.58692671176623e-14
"LOC107886589",4980.73665574835,4.11442782172198,0.499474162883428,8.23751882974224,1.7581865769247e-16,1.13621735468773e-13
"LOC107908035",1392.83274197002,3.11059788000272,0.377688907516485,8.23587301108902,1.78252936817911e-16,1.13806983468129e-13
"LOC107890740",73.8215588282696,5.90143679008763,0.720538460011642,8.1903147681975,2.60543868564881e-16,1.64365960511788e-13
"LOC107891554",348.810577256767,5.15656685466156,0.632812276145525,8.14865173929673,3.68004078245826e-16,2.2942673075768e-13
"LOC107912662",222.472804069289,4.58155599111472,0.565514932874754,8.10156500700117,5.42566399815182e-16,3.34321844872164e-13
"LOC107887078",172.178244504148,-3.55252065991078,0.438643955634911,-8.09887065414757,5.54717238344248e-16,3.35559100250471e-13
"LOC121215578",105.798221310213,-5.64273873449362,0.696779032014426,-8.09831880012255,5.57238844014974e-16,3.35559100250471e-13
"LOC107957452",2486.00414100311,4.73635099785583,0.585733753664093,8.08618415487805,6.15630807196175e-16,3.66556266684716e-13
"LOC107951488",411.232430085324,-4.33992254607939,0.539926842922684,-8.03798255813122,9.13296264753799e-16,5.37748840687037e-13
"LOC107896748",190.860923591392,-10.8821209131039,1.35456090766309,-8.03368888880598,9.45848553378984e-16,5.5079567627098e-13
"LOC107940712",1764.89792700005,6.14992651615708,0.765984185504558,8.0287904535602,9.84383248852904e-16,5.67004751339273e-13
"LOC107939894",649.123307337053,4.92966791221551,0.617117446742339,7.98821672963293,1.36904616086735e-15,7.80091335018095e-13
"LOC121223800",515.045047010752,4.47132410772576,0.560709015027414,7.97441094737373,1.53109295637151e-15,8.63145510042966e-13
"LOC107934731",429.068298679567,4.77286132102249,0.60052584646802,7.94780332785671,1.89847731243356e-15,1.05899062884715e-12
"LOC107909564",671.351590119721,3.13102258782863,0.394509095881122,7.93650291087864,2.07961489414085e-15,1.14794742156575e-12
"LOC107941735",1390.91106783506,3.74542702997543,0.473826893519994,7.90463158845031,2.68727171923795e-15,1.46808147366864e-12
"LOC107953474",905.862163235138,5.34609468023131,0.677268441898643,7.89361256113478,2.93562553102527e-15,1.58739457285807e-12
"LOC107889603",212.864751921086,5.93227851373963,0.752540560396821,7.88300169576439,3.19608729827486e-15,1.71077836474931e-12
"LOC107895393",329.39269808087,2.8125741094027,0.357488090630728,7.86760225897421,3.6150275115414e-15,1.91567537891602e-12
"LOC107909994",5147.28400809771,2.51318603536325,0.320465272584933,7.8423038324603,4.42354450106317e-15,2.32091554653802e-12
"LOC107957666",946.803938486349,5.25191453075788,0.670618909005762,7.83144414842731,4.8229759467796e-15,2.50567785658573e-12
"LOC107910664",98.5325811132945,6.99669078793041,0.893911391645356,7.82705182339395,4.99443255249496e-15,2.56956281380401e-12
"LOC107916982",188.914884468904,11.1410153075582,1.42498945004347,7.81831423890073,5.35354134678904e-15,2.72783522162543e-12
"LOC107905919",115.469365049783,6.98590487053671,0.894277922193599,7.81178277710445,5.63846777735561e-15,2.8456541376917e-12
"LOC107935538",1796.85685002647,2.81988366255443,0.361257461026003,7.80574511747303,5.91510179728493e-15,2.95710447586531e-12
"LOC107941442",2062.0798605192,3.71290234518283,0.478926985873278,7.75254361249388,9.00698671783465e-15,4.4607312163691e-12
"LOC107929201",530.393654671574,5.79283860762442,0.747651846367056,7.74804293706038,9.3319588572625e-15,4.57888114596347e-12
"LOC107914543",211.272417760578,-10.0634044844356,1.29981214620138,-7.74219914304179,9.77117834406947e-15,4.7504062643021e-12
"LOC107901073",513.91972130412,-2.69420687602738,0.348579540830041,-7.72910214297692,1.08307746903015e-14,5.21767647625868e-12
"LOC107935578",1212.00815947073,3.97209445314634,0.514132457094716,7.72581928709975,1.11136201285723e-14,5.30570232300271e-12
"LOC107936443",185.961814940107,3.33443042652574,0.432891582157099,7.70269176847992,1.33229459198494e-14,6.3036566980773e-12
"LOC107891603",1607.62464337086,7.24649939778948,0.942247097962563,7.69065716780525,1.46381188238033e-14,6.86463002399102e-12
"LOC107889647",169.312491181364,6.31163123605868,0.822159657113327,7.67689241554293,1.62994206605195e-14,7.57665701440571e-12
"LOC121217265",629.49038724114,4.07915789808545,0.531772477323434,7.67087066750246,1.70832733734685e-14,7.87197237049429e-12
"LOC107902176",147.150490728077,4.75799407198642,0.620418973143102,7.66900155854674,1.73340331196202e-14,7.91866450926648e-12
"LOC107909511",135.640559849559,5.63105376365705,0.734928840876512,7.66203943900361,1.83003418646187e-14,8.28864714606731e-12
"LOC107904198",458.23655300591,4.70123333882407,0.613936196707271,7.65752754771299,1.89546698930208e-14,8.51225310992337e-12
"LOC107904352",342.514582546846,5.25782748105915,0.68700046055257,7.65330998006924,1.95870989716504e-14,8.72234914878737e-12
"LOC121230837",786.734801193907,3.22070573743169,0.420989709638205,7.6503193871402,2.00480741433379e-14,8.85322954169803e-12
"LOC107947187",101.859325413594,3.26967461566712,0.427984828386396,7.63969748178823,2.17732711202939e-14,9.5356130843522e-12
"LOC107891539",85.8811531287843,-3.86141444527466,0.505797020361244,-7.6343163162899,2.27021905460457e-14,9.78076814159395e-12
"LOC107894291",861.190133633373,4.19154528950384,0.549028320792304,7.63447918944329,2.26735109193371e-14,9.78076814159395e-12
"LOC107903571",317.137411716561,5.23665092189638,0.686099806228558,7.63249147479268,2.30259687108001e-14,9.84025914453806e-12
"LOC107942059",439.274342555056,3.93666161532277,0.516810164137361,7.61722947514719,2.59178338452698e-14,1.09875028090283e-11
"LOC107922746",584.804971088363,2.85405417793305,0.374796234077484,7.61494892006575,2.63795770638594e-14,1.10944964108574e-11
"LOC107896567",320.244514447909,3.16413852149254,0.416376338397585,7.59922750094219,2.9790366855034e-14,1.24303237825351e-11
"LOC107926997",446.404770273384,-3.23286881818826,0.425749235362501,-7.59336376831225,3.11705879248696e-14,1.2904623400896e-11
"LOC107930450",116.45426505608,-4.19627458234839,0.553251255682457,-7.58475383335935,3.33118910598405e-14,1.36842149693261e-11
"LOC107898615",693.363231489559,4.63866728783741,0.616429223674083,7.52506063906204,5.26958620384888e-14,2.14804547780277e-11
"LOC107946142",175.219389938219,10.0707090269452,1.33968895053059,7.51719943868812,5.59620176016999e-14,2.26377040973228e-11
"LOC107935469",261.275185722811,2.83005118915594,0.376547924473273,7.51577954682583,5.65728137530388e-14,2.27114132303108e-11
"LOC107898579",1152.3027693025,4.88406590525362,0.652554059666611,7.48453838100231,7.17990498480759e-14,2.86073327033777e-11
"LOC107909335",691.174985517863,5.62217230975283,0.751733020085921,7.4789481897579,7.49198004516376e-14,2.94639934376937e-11
"LOC107954521",549.701104036763,-2.23071930512411,0.298276326115251,-7.47870048614645,7.50611245865158e-14,2.94639934376937e-11
"LOC121229403",577.441823488375,2.88336201983351,0.385707447838346,7.47551553902575,7.69017704829072e-14,2.99645486869869e-11
"LOC107916713",269.080877820385,3.25062404881237,0.435654984949455,7.46146414275394,8.55662502520321e-14,3.28574400967803e-11
"LOC107943732",901.179047706316,2.90584976064205,0.389420013059699,7.46199389654013,8.52228341746583e-14,3.28574400967803e-11
"LOC107928829",134.173664192167,4.76311151060796,0.638892174628222,7.45526663146197,8.96862696396692e-14,3.41917611564414e-11
"LOC107906466",3799.5102916577,6.12380754552169,0.822365145362133,7.44657963686562,9.57912227767542e-14,3.62583462670411e-11
"LOC107928812",324.229324724536,-5.63757437563935,0.759125772203289,-7.42640361066499,1.11590146861132e-13,4.19389011522347e-11
"LOC107933190",437.593279055701,-2.56163689786686,0.345740649923277,-7.40912848528314,1.27132091517495e-13,4.74435478429233e-11
"LOC107889160",158.768238162496,-5.23659514716119,0.708260551636355,-7.39359990481277,1.42905985613681e-13,5.29571607667145e-11
"LOC107950301",720.225139728045,3.30619010106351,0.447675060996918,7.38524521267954,1.521726741697e-13,5.59995440944495e-11
"LOC107912896",4451.69345170796,2.5461923898992,0.345312439899737,7.37359010477151,1.66093338048313e-13,6.02850559579191e-11
"LOC107936701",857.351908023151,-3.46492929835351,0.469872359694418,-7.37419264373613,1.65343958267204e-13,6.02850559579191e-11
"LOC121226261",3748.17694776795,5.83227063710245,0.791172045664702,7.37168441309434,1.6848548863624e-13,6.07372994136846e-11
"LOC107932432",129.226539929959,3.75703637086122,0.510360302636929,7.36153723447801,1.81804287184399e-13,6.46588777615817e-11
"LOC107950716",119.349526074904,-3.0043150800583,0.408064769817045,-7.36234858354784,1.80702346783933e-13,6.46588777615817e-11
"LOC107951987",1175.6239087931,5.17999634588234,0.70393375213749,7.35864181842868,1.85790805436354e-13,6.5636175744555e-11
"LOC107890428",1419.47331097596,5.69494015721574,0.776034886084611,7.33851049654335,2.15983974734853e-13,7.55818475685418e-11
"LOC121223550",711.675489243372,-2.47909468007581,0.337842992959189,-7.33800828118783,2.1679575842426e-13,7.55818475685418e-11
"LOC107953854",990.854729777418,2.08818832828448,0.284638872527867,7.33627248358372,2.19624661194036e-13,7.60676473594402e-11
"LOC107939051",150.685111988239,10.81435839714,1.4774229858672,7.31974424426074,2.48443999900443e-13,8.54905483293783e-11
"LOC107905867",108.011141353571,10.332804233824,1.4123926358059,7.31581571007569,2.55822556479011e-13,8.74616058899082e-11
"LOC121217597",229.399122115135,4.49808900953295,0.616005696591,7.30202502091385,2.8346853652766e-13,9.62920813312419e-11
"LOC107946429",1726.11992481621,2.52497360132957,0.34638585982337,7.28948232071919,3.11148259328652e-13,1.0502145578563e-10
"LOC107906802",515.484099491514,5.46161638841463,0.750943771237143,7.27300311635436,3.51582207889208e-13,1.17918002281424e-10
"LOC107925573",247.905200694611,4.73864445795755,0.651962567237727,7.2682768859484,3.64101902198118e-13,1.21348981140143e-10
"LOC107940456",72.3014532827635,-5.2610866268156,0.725782327688538,-7.24884917433997,4.2032762290854e-13,1.39212508707309e-10
"LOC107918025",716.401328603094,2.98099483871579,0.411486727626143,7.24444954983864,4.34198993112912e-13,1.42913497161736e-10
"LOC107900912",239.668847906034,2.86185110096241,0.395386298627873,7.23811399356535,4.54966976859353e-13,1.48256967955111e-10
"LOC107955020",705.784655290785,4.37449665879957,0.604396093425493,7.23779770647845,4.56028943551539e-13,1.48256967955111e-10
"LOC107918749",98.2163518085466,5.75837134082687,0.796914154504841,7.22583644458518,4.98026846988425e-13,1.60923406558601e-10
"LOC121211098",623.577481321428,-1.80225254462422,0.249466509157186,-7.22442684075338,5.03219678245294e-13,1.61615861754998e-10
"LOC107913546",121.543569552585,4.55531886974833,0.630791930344566,7.22158710441969,5.13842910253825e-13,1.63880404192176e-10
"LOC107946132",112.144087456103,7.23072050872845,1.00136036280753,7.22089746837546,5.1645583295768e-13,1.63880404192176e-10
"LOC121225717",761.131405571538,4.00578047494391,0.55546781620409,7.21154378001281,5.53210552428935e-13,1.7449841425187e-10
"LOC107949133",315.697235805811,6.25421580745011,0.868166527008567,7.20393566543069,5.84989755228534e-13,1.83430633781482e-10
"LOC121208249",537.610923146,-2.53959704373147,0.352746285430767,-7.19950045860912,6.04335532740899e-13,1.88382050300034e-10
"LOC107889604",5847.59128409549,2.60172932523836,0.361441355368542,7.19820597890775,6.10099340459592e-13,1.89066574559267e-10
"LOC107936049",538.976985402686,5.2033102979402,0.72300280186778,7.19680516382252,6.16397421329304e-13,1.89907745064433e-10
"LOC107954872",706.615239001957,4.28802984659786,0.596277338657888,7.19133458308081,6.41610356395309e-13,1.96533040497689e-10
"LOC107929082",56.956577892126,-4.75619556951247,0.661991055114014,-7.1846825312365,6.73635298028348e-13,2.05156791454703e-10
"LOC107922172",209.437432908816,-2.61958196152045,0.364690066700389,-7.18303622915119,6.81800237339029e-13,2.06456903868971e-10
"LOC107939234",126.005479449386,3.32053664219465,0.462416243396735,7.18083910245721,6.92848531901113e-13,2.08610394332408e-10
"LOC121203418",716.816991203553,-1.96613488658614,0.27391150740949,-7.17799301380509,7.07421743236955e-13,2.11794875805722e-10
"LOC107948527",547.575108579323,4.60698861163297,0.64220501025294,7.17370393890022,7.29953795894318e-13,2.17312986247369e-10
"LOC107896408",92.0442941824769,10.1020293795541,1.40967009254169,7.16623657762346,7.70875141356071e-13,2.28213494361681e-10
"LOC107925998",101.103786364195,5.17746970453548,0.723091406313089,7.16018702384315,8.05670685752636e-13,2.35973364139366e-10
"LOC121203159",854.615539143755,3.60143254374568,0.50298408504902,7.16013220059375,8.05992959488702e-13,2.35973364139366e-10
"LOC107937330",348.319146587259,5.97407952012084,0.834507602323651,7.15880778495758,8.13816987247174e-13,2.36954888946166e-10
"LOC107935393",159.584626640805,-3.16258758043609,0.441878387899716,-7.15714474171983,8.23747108203786e-13,2.3853555605429e-10
"LOC107913063",454.476272174418,3.21465719317028,0.450738681165074,7.13197541613469,9.89385489795512e-13,2.84943021061108e-10
"LOC121202804",93.8447945427916,3.2204149545203,0.451765974142999,7.12850267360094,1.01466628505006e-12,2.90644301499313e-10
"LOC107923232",357.619708744905,6.41691232925287,0.900604289823118,7.12511854736243,1.03991144694765e-12,2.96274125788439e-10
"LOC107938972",369.013604038353,3.03454247120965,0.426273118054511,7.11877512956753,1.0889039579422e-12,3.08573254220711e-10
"LOC107886648",1679.59424110009,2.87901826354688,0.404522568004461,7.11707699708641,1.10239909112992e-12,3.09091707074903e-10
"LOC107921106",607.584365803131,4.38005058139905,0.615370712654842,7.1177429983669,1.09708689965434e-12,3.09091707074903e-10
"LOC107911431",116.259859944576,10.4391932439639,1.46821559318309,7.11012285418639,1.15939704348578e-12,3.23361937517886e-10
"LOC107906541",4531.63387210637,4.49430918025638,0.632770193275574,7.10259305513635,1.22437534331191e-12,3.34443805117447e-10
"LOC121220185",386.303800840033,2.90534887133917,0.409025503883467,7.10309954698305,1.21989468289139e-12,3.34443805117447e-10
"LOC121224201",1433.74464975698,5.1384613801989,0.723314799283263,7.10404568701018,1.21156775202402e-12,3.34443805117447e-10
"LOC121225433",191.811599083735,-3.49430360085231,0.491877379618816,-7.1040136132307,1.21184911624444e-12,3.34443805117447e-10
"LOC107925779",657.321272840233,7.42559020192869,1.0455834909507,7.10186251618888,1.23086648460901e-12,3.34492701294363e-10
"LOC107892327",228.580865778683,5.94989511776914,0.838024197546031,7.09990849332525,1.24839519980741e-12,3.37525298103033e-10
"LOC107941802",1446.51027702315,6.22258435303963,0.87697111514163,7.09554082865624,1.2884660761602e-12,3.46590834050158e-10
"LOC107899106",1791.55609275634,4.63802142858143,0.654323666148076,7.08826788412668,1.35800912305535e-12,3.6345262347954e-10
"LOC107912961",843.689285632848,5.22977508749523,0.738272481608878,7.08380065324696,1.4025362492589e-12,3.73483421712199e-10
"LOC107893177",447.847451439015,-5.40452634032372,0.763111713694758,-7.08222170271326,1.41861456642398e-12,3.75876115519697e-10
"LOC107900042",86.3936301663768,5.78932213414013,0.818240484755642,7.07533083732596,1.49092633286695e-12,3.92887817717127e-10
"LOC107931078",449.580106553305,2.10524647759475,0.297573659241182,7.07470709256716,1.49764755394889e-12,3.92887817717127e-10
"LOC107901030",466.347907922204,-3.32530539950305,0.470179900238525,-7.07241078960651,1.52264873114147e-12,3.97478825421916e-10
"LOC107916963",221.269186584059,-3.83087315289453,0.542939627392019,-7.05579950260016,1.71611120779112e-12,4.45655058420864e-10
"LOC107918117",865.074276463668,3.07507205421381,0.435861409982289,7.05516015822269,1.72402036111634e-12,4.45655058420864e-10
"LOC107909512",238.410056299988,4.53955370485603,0.643796716611105,7.05122220683554,1.77353007883788e-12,4.56041954646825e-10
"LOC107948639",95.38312395128,-8.01849416205064,1.13727744468578,-7.05060510917466,1.78141388533916e-12,4.56041954646825e-10
"LOC107963745",127.429149226982,5.18517928357991,0.735937719808964,7.04567675227448,1.84562262809517e-12,4.67958058890045e-10
"LOC107963769",127.429149226982,5.18517928357991,0.735937719808964,7.04567675227448,1.84562262809517e-12,4.67958058890045e-10
"LOC107922263",1241.96883708932,1.51705345658901,0.215374620303377,7.04378934923755,1.87080909776737e-12,4.69847941748287e-10
"LOC121224387",345.613029448905,5.33793611144019,0.757751051216915,7.04444566967965,1.8620128190248e-12,4.69847941748287e-10
"LOC107960035",195.281183356177,3.61793117018826,0.513952254336741,7.03943049117905,1.93027143951995e-12,4.82495019448307e-10
"LOC107931069",609.439375616564,2.55727132251934,0.363437399865221,7.03634607629182,1.97346430063732e-12,4.90975681781094e-10
"LOC107929840",325.717753681206,4.15663037737048,0.590895013493305,7.0344651460112,2.00026793101453e-12,4.95318683179076e-10
"LOC107905216",2817.01495707803,2.7949292021593,0.397386590672557,7.03327507208791,2.01741082416223e-12,4.97240159972115e-10
"LOC107914372",395.623717956807,-3.26883971516413,0.464939114817104,-7.03068339700783,2.05524382502911e-12,5.04219818407142e-10
"LOC107892025",2800.69329715519,2.07899069574756,0.296089841675553,7.02148605971312,2.19520722238089e-12,5.36075673402804e-10
"LOC121210095",187.545113888888,2.98244890839694,0.425193284951651,7.01433680622703,2.31042223094877e-12,5.61623370928611e-10
"LOC107902665",273.543567277917,4.0513835778216,0.57784368749573,7.01121023815206,2.36265390489887e-12,5.71697514741556e-10
"LOC107952135",903.741059158441,-2.16701094141707,0.309126314888328,-7.01011475583986,2.38122734449668e-12,5.7357272472531e-10
"LOC121215117",109.132075364706,10.3480848088574,1.47805537000947,7.00114827822118,2.53873077755022e-12,6.08743988072134e-10
"LOC107916458",564.573092666835,3.35330394455755,0.479093396091516,6.99926981234575,2.57299935764537e-12,6.14181900722268e-10
"LOC107943341",200.296127614284,6.58411601739062,0.941239659151076,6.99515362891633,2.64968420040934e-12,6.29650516359157e-10
"LOC107893769",88.8773863272803,-8.81373574824756,1.26115527617177,-6.98862060427769,2.77601984640098e-12,6.56726980805718e-10
"LOC107949623",84.4661311495715,5.11184476337929,0.732231815449891,6.98118362999362,2.92703424421587e-12,6.89375105197721e-10
