"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC107904622",77.2295530825309,6.61178481140228,1.17664808673996,5.61916930466524,1.91877761479518e-08,1.43972853005005e-06
"LOC121224254",6362.81042903921,3.81198359686896,0.678411509417983,5.61898426537501,1.92083346683534e-08,1.43972853005005e-06
"LOC107955635",330.549640055178,1.87812778654094,0.334291707282441,5.61823026305023,1.92923283507101e-08,1.44398172875824e-06
"LOC107912683",299.933955408698,4.60380991543348,0.81992715930056,5.61490110824084,1.96674693677032e-08,1.46998383178184e-06
"LOC107939911",65.6233425481118,4.92881871097465,0.877917728681969,5.61421480618048,1.97456801194879e-08,1.47375081815761e-06
"LOC107904440",26.9037568741833,-8.05440781267729,1.43493446366012,-5.61308409314578,1.9875194830832e-08,1.48133097675872e-06
"LOC107892333",107.058604461661,7.17859959319831,1.27901536727006,5.61259839162085,1.99310811933378e-08,1.48340990814235e-06
"LOC121207805",109.029177427577,2.73017871147472,0.486551038057485,5.61128945973424,2.00824517426362e-08,1.49257963919464e-06
"LOC107908970",1633.14127422297,2.80183819786125,0.499454666292136,5.60979481613739,2.02566638495606e-08,1.50131626673555e-06
"LOC107914921",63.534718422126,-3.45038841515279,0.615063624635734,-5.60980730602666,2.02552019967322e-08,1.50131626673555e-06
"LOC107955343",2318.91840259618,4.2907354098003,0.765174350461771,5.60752645094665,2.05238654295466e-08,1.51899535871862e-06
"LOC107907127",90.4245448932464,5.64473234836201,1.00682454098906,5.6064707588642,2.06493842579247e-08,1.52615365494553e-06
"LOC107935356",92.7924828127366,2.98107169191971,0.531750501596249,5.6061473999007,2.06879796016131e-08,1.5264233639043e-06
"LOC107942236",599.673548636667,2.74772869633035,0.490165423572726,5.60571709914309,2.07394478791345e-08,1.5264233639043e-06
"LOC107955390",1120.52828669662,4.67682997257927,0.834264613735068,5.60593113453624,2.07138315849959e-08,1.5264233639043e-06
"LOC107910733",79.8311523441453,6.15916603659979,1.09902050574276,5.60423213617581,2.09180207718966e-08,1.53743100796719e-06
"LOC107953882",241.467622698702,-2.33182853401737,0.416200872934438,-5.6026517137668,2.11097126158897e-08,1.5493710400848e-06
"LOC107897203",150.972972119965,6.36974201419635,1.13727653949758,5.60087348413109,2.13274358443956e-08,1.56318600313446e-06
"LOC107940618",890.80139658649,3.3801244887131,0.603674634460769,5.59924882670016,2.15282605333025e-08,1.57572594223863e-06
"LOC107930167",165.345876121604,4.50377287414557,0.804392475716428,5.59897439385458,2.15623640489353e-08,1.57604523542232e-06
"LOC107943097",233.990042702931,-3.77381167134945,0.674547078937807,-5.5945860402983,2.21148779147859e-08,1.6142033201933e-06
"LOC107909640",4553.94876678296,2.91938803289496,0.522124140760871,5.59136765567026,2.25287976619176e-08,1.6421541206332e-06
"LOC107923235",36.3963672578439,-5.04655772468611,0.902645990162274,-5.59084932485974,2.25961600039266e-08,1.64276659025069e-06
"LOC107951792",133.80777620376,6.30193989839728,1.12719300155456,5.5908259629948,2.25992007150655e-08,1.64276659025069e-06
"LOC107902064",350.679684478748,-2.72058271606054,0.486743970210073,-5.58935062901009,2.27920324643973e-08,1.65451422514157e-06
"LOC107912762",132.522329645278,2.97937241855469,0.533148151014032,5.58826362407525,2.29351290136426e-08,1.66262429095889e-06
"LOC107888342",1088.46357042872,-1.78378585868829,0.319284287735964,-5.58682630873278,2.31256809402176e-08,1.67414765626231e-06
"LOC107946295",22.992256597743,-7.82857893778784,1.40160212967358,-5.58545023016698,2.33095537596484e-08,1.68515671600449e-06
"LOC107920434",488.157637011218,1.61976091315675,0.290190407118785,5.58171763580636,2.38154799372254e-08,1.71802881843065e-06
"LOC107938928",492.422189145962,2.75236751227551,0.493112816371655,5.581618284691,2.38290908353436e-08,1.71802881843065e-06
"LOC107958810",637.137658358972,2.48252870407359,0.445278510796582,5.57522683866433,2.47207528458887e-08,1.77989420490399e-06
"LOC107945170",367.01847981957,1.81124473308666,0.324917421830987,5.57447711753916,2.48274435385187e-08,1.78515045860676e-06
"LOC107890946",108.459765284534,2.66785071022352,0.478618463778135,5.57406559112648,2.48861965291476e-08,1.78695030687343e-06
"LOC107938223",165.999603103964,2.17245248994551,0.389843355032392,5.57262926737586,2.50923174896061e-08,1.79931270420732e-06
"LOC107957720",77.9398909229244,4.97191129368606,0.892320341612547,5.57189056645411,2.5198969653039e-08,1.80451864845114e-06
"LOC107945182",3646.00985464256,2.41908985633351,0.434311051033208,5.56994773809829,2.54815757188079e-08,1.82229373885434e-06
"LOC107900616",1076.27032274628,3.2351390662538,0.580927892110319,5.56891674541846,2.56327918538019e-08,1.82817349383132e-06
"LOC107949941",471.043010904031,2.34529584223832,0.42113938443104,5.56893021394048,2.56308108174758e-08,1.82817349383132e-06
"LOC121217850",1602.85044818459,2.96185957471945,0.531988969569929,5.56752065200502,2.58389461913966e-08,1.84039978034206e-06
"LOC107910421",529.022197982128,-1.65551348655649,0.297462161030983,-5.56545908500965,2.6146312872933e-08,1.85979249901002e-06
"LOC107886677",1201.2892815476,1.80085772584311,0.323634330612099,5.56448298435179,2.62930781859306e-08,1.86522463082843e-06
"LOC107909226",78.9576714341497,2.84127509337499,0.510597536988868,5.56460791043129,2.62742499358622e-08,1.86522463082843e-06
"LOC107920500",2161.18249110116,3.59816198637314,0.647019212465487,5.56113623374835,2.68023862116813e-08,1.89881290124253e-06
"LOC107925067",408.376928653289,4.90401908172776,0.882081097166895,5.55960114946199,2.70391854574117e-08,1.91303139620716e-06
"LOC107932875",1212.98580919381,3.24963996269491,0.584650363938521,5.55826210524112,2.72474007054453e-08,1.92519234424394e-06
"LOC107922980",47.1438157175214,-6.47576245838285,1.16575602985889,-5.55498945964423,2.77628513121133e-08,1.95900002227897e-06
"LOC107946547",229.617192199804,1.91408230404094,0.344722842385386,5.55252530060388,2.81571947129873e-08,1.98234020868956e-06
"LOC107952807",1143.27816651078,3.19790962611003,0.575945115873316,5.55245549961993,2.81684438621535e-08,1.98234020868956e-06
"LOC107922843",806.978189516851,3.21408410264086,0.578938676542487,5.55168316243073,2.82932054035552e-08,1.98385539004649e-06
"LOC107931749",129.853169380895,5.04301364399519,0.908324234202128,5.55199724295034,2.82424050205155e-08,1.98385539004649e-06
"LOC107938680",257.043656867851,1.78325846255089,0.321213661340001,5.55162708557197,2.83022847764784e-08,1.98385539004649e-06
"LOC107923320",22.4373911926907,-7.79219717918676,1.4044159918536,-5.54835406630648,2.88371436755492e-08,2.0186762452506e-06
"LOC107924927",437.502715123459,1.82267916102317,0.328525428371622,5.54806113504673,2.88854882255031e-08,2.01939286549586e-06
"LOC107942947",130.27970025751,5.01693447380735,0.904355443717075,5.54752504522645,2.89741667014492e-08,2.02051261799531e-06
"LOC121203151",33.0711932157583,-8.35216007900206,1.50557098668929,-5.54750334115313,2.89777624863457e-08,2.02051261799531e-06
"LOC107945852",297.34080993656,2.63172892207358,0.47447430499863,5.54662053213015,2.91243878816175e-08,2.02806775640299e-06
"LOC107886291",80.9891225777789,-2.80341194463502,0.50560937672498,-5.54462016269114,2.94592968669409e-08,2.04601187362114e-06
"LOC107939893",220.060942962163,3.04360399241749,0.548923370473155,5.54467919592128,2.94493600207601e-08,2.04601187362114e-06
"LOC107897100",135.006792684782,-4.01069860868588,0.723489137142864,-5.54355055630076,2.96399042257267e-08,2.05586100095512e-06
"LOC107921391",44.9630456547404,3.86569626544956,0.697406436989927,5.54296040359804,2.97400132965977e-08,2.06010821518079e-06
"LOC107929306",511.249179324957,2.61884902685079,0.472497146029338,5.54257110092298,2.98062311706211e-08,2.06199974176704e-06
"LOC107889230",3092.02365530436,2.03722050234251,0.367630846458964,5.54148413269752,2.99918756179197e-08,2.07213751335698e-06
"LOC107918019",793.287426548406,-2.04958296072659,0.370049405444438,-5.53867383806492,3.04770634033486e-08,2.10291737483105e-06
"LOC107932356",447.298720806597,3.29018558328835,0.594186556542324,5.53729388028319,3.07180875523827e-08,2.11679180178916e-06
"LOC107892396",132.548617625941,5.24580760366066,0.947579911782915,5.53600550035979,3.09447852030792e-08,2.12964423049555e-06
"LOC107937521",450.469421618015,4.55711439972976,0.823610547490511,5.53309378275327,3.14631131966273e-08,2.16250751558453e-06
"LOC121223606",179.927546541288,3.81276129969113,0.689373072413465,5.53076621682193,3.18835017715946e-08,2.18856285735795e-06
"LOC107945642",242.268862494657,2.89737069687661,0.524030787343636,5.52900853700536,3.22045674618128e-08,2.20774183562275e-06
"LOC107897808",1059.10003833889,9.3549399578994,1.6922682306463,5.52804797046071,3.23813519264869e-08,2.21699302492041e-06
"LOC107887445",1193.44037633874,2.04867102960837,0.370863447344649,5.52405755885808,3.31258861999861e-08,2.26504124065763e-06
"LOC107931759",47.4851248571379,-6.06305259351099,1.09771140423056,-5.523357569343,3.325819155379e-08,2.27115732837428e-06
"LOC107955374",694.665582451938,3.34384682373208,0.605978371144148,5.51809599642734,3.42692230756022e-08,2.33718747647659e-06
"LOC107913790",626.764331283446,1.73505668022699,0.314456333079356,5.51763948665371,3.43583353748978e-08,2.34025309535551e-06
"LOC107886623",178.729190684057,3.44841742540453,0.625543444573466,5.51267454773803,3.53421399067015e-08,2.40417288566871e-06
"LOC107894004",155.710103326502,-2.16100634502097,0.392063312846214,-5.51188105138678,3.55018828067499e-08,2.41194329960935e-06
"LOC107914207",56.1096630031894,4.54400680895047,0.825303934039727,5.50585865586306,3.67373202731497e-08,2.49268127517894e-06
"LOC107953594",178.22370140932,3.57545724879053,0.649516540398141,5.5047978402503,3.69592130676054e-08,2.5045302031695e-06
"LOC107912290",70.0428854043753,3.06530685986167,0.557004773444019,5.50319675163383,3.72965790288489e-08,2.52416387726279e-06
"LOC107908860",1566.92951760802,-1.59483806759049,0.289970042878643,-5.50000976569139,3.79770215052067e-08,2.56693663724989e-06
"LOC107890190",22.0736721729133,-7.76932197419033,1.41299562809206,-5.49847559307815,3.83088550759205e-08,2.58606732252634e-06
"LOC107904499",980.762025250692,1.92232455500128,0.34994839372449,5.49316581951425,3.94791784342314e-08,2.65829812399847e-06
"LOC121207865",131.667805123529,3.10998706225491,0.566151857433675,5.49320296563585,3.94708719105747e-08,2.65829812399847e-06
"LOC107946851",6185.61480559951,4.04824289615125,0.736994478455861,5.49290804000739,3.95368691655674e-08,2.65880427769257e-06
"LOC121228316",736.660541907391,2.15487012363528,0.392513070054725,5.48993215266651,4.02088166341743e-08,2.70056477956675e-06
"LOC107948823",163.885172398856,-2.08979544709086,0.380696434722604,-5.48940115137564,4.03298739387146e-08,2.70184662422296e-06
"LOC107953352",550.533931575813,2.89886970242614,0.528074846264407,5.48950536639398,4.03060872309674e-08,2.70184662422296e-06
"LOC107891984",530.078326126769,3.49334760854108,0.636891439209477,5.48499696098457,4.13476525697743e-08,2.76653384466853e-06
"LOC107905083",307.220484840214,-2.60186576636514,0.474459524704722,-5.48385190071672,4.16163209079681e-08,2.78099883676551e-06
"LOC107918555",101.313917922592,-2.45281296104049,0.447411074701422,-5.48223568823674,4.19984194191725e-08,2.80299778571888e-06
"LOC121220820",622.585625216328,3.78463973652563,0.690475917000869,5.48120454796523,4.2243972538114e-08,2.81583973929527e-06
"LOC107918130",219.919352258426,-2.10050090553405,0.383461329978604,-5.47773853924529,4.30796047021542e-08,2.86793267886502e-06
"LOC121227845",193.721688521111,6.14695351203194,1.12318090952549,5.47280804000561,4.42959856431886e-08,2.94521062886305e-06
"LOC107935415",108.184604408369,-2.3730393642082,0.433748279935666,-5.47100582061138,4.47488599308457e-08,2.97159346548293e-06
"LOC107936354",106.393892501916,2.119567287042,0.387581786864504,5.4686968244537,4.53356440776464e-08,3.00679155314473e-06
"LOC107897501",47.2858503880766,6.29063068037768,1.15038813036656,5.46826806911959,4.54454215930959e-08,3.01030472632667e-06
"LOC107910030",1039.8931702422,3.65245339846513,0.667976445626424,5.46793741363124,4.55302578114233e-08,3.01215907858045e-06
"LOC107903542",74.1644358850366,6.03983166704012,1.10465713100872,5.46760754762413,4.5615044446004e-08,3.01400553027761e-06
"LOC107940154",211.977469762566,4.09946540375458,0.749861377597115,5.46696432998198,4.57808134175405e-08,3.02119161223201e-06
"LOC107962839",57.9427661083886,5.78215058030898,1.05829933049272,5.46362490621341,4.66508746010498e-08,3.0747800334065e-06
"LOC107892141",117.318958252276,3.26205615892647,0.59715133921503,5.46269587742117,4.68957621791626e-08,3.0870810303083e-06
"LOC121230904",121.312985884289,4.006137439995,0.733800363551215,5.45943779668815,4.77644640744992e-08,3.14036536009412e-06
"LOC107889007",1169.83616068679,8.80739329642421,1.61390494508104,5.45719456605418,4.83716225443589e-08,3.17634327369352e-06
"LOC107898513",240.479588316225,3.22900869170029,0.591898745760444,5.45533964183656,4.88793257806767e-08,3.20570944525943e-06
"LOC107909166",22.4943490560411,8.06641951253873,1.47904167566943,5.45381488921722,4.93005237153468e-08,3.22258314987218e-06
"LOC107912268",1653.12447235812,3.24312134351116,0.594636189117858,5.4539589127973,4.92605886366739e-08,3.22258314987218e-06
"LOC107948463",93.314628581622,3.29592615183755,0.604341468741943,5.45374812471279,4.93190469230514e-08,3.22258314987218e-06
"LOC107960209",1156.92942308141,4.78260464329225,0.877487266611811,5.45034079156389,5.02733906530786e-08,3.27959322351594e-06
"LOC121202988",177.434680486709,2.98472425772516,0.547636479865953,5.45019254096392,5.03153172312512e-08,3.27959322351594e-06
"LOC107930891",260.922552624807,2.48176788829525,0.455434858220214,5.44922691687173,5.05892347064328e-08,3.29339646875097e-06
"LOC107923993",383.137530091675,-1.69636887268535,0.311584870686439,-5.44432362504684,5.20026009662733e-08,3.38125377963774e-06
"LOC107893394",957.421609463447,2.50434382141476,0.460038981021953,5.44376438677325,5.21662113089412e-08,3.38773513441595e-06
"LOC107920562",1243.21501950577,-2.62318527298671,0.482216724565923,-5.43984714621423,5.33263040676655e-08,3.45883415563492e-06
"LOC107913153",42.6319641183549,-6.36517289090273,1.17091375873536,-5.43607318935035,5.44675890267891e-08,3.52854092629292e-06
"LOC107923617",70.8373714693077,5.28725299076325,0.973140680012344,5.43318463543851,5.53570758536154e-08,3.58178530358338e-06
"LOC107888441",57.9410255486884,5.75434625724945,1.05967594410663,5.4302886549913,5.62629738166909e-08,3.6359603762123e-06
"LOC107898185",138.582555262687,2.61361017955511,0.481389773130396,5.42930142150558,5.65750632699157e-08,3.65167570377512e-06
"LOC107928893",2497.9204320123,2.95743450799854,0.544882545074342,5.42765506939671,5.70992519342865e-08,3.68102622688773e-06
"LOC107904974",1363.90163034947,1.22635696187395,0.226147029915809,5.42283028139043,5.86626857052741e-08,3.77722119185162e-06
"LOC107952491",407.318209001797,4.06346239575521,0.750179362909573,5.41665446513359,6.07245316287237e-08,3.90523589814238e-06
"LOC107942388",533.047685948747,2.72186737416004,0.502607403649968,5.4154939907245,6.111972490325e-08,3.92588662069458e-06
"LOC107926271",1226.80321394575,1.66406903525689,0.307358134052422,5.4141044302835,6.15962112099058e-08,3.95170269302098e-06
"LOC107942578",93.4096968978309,2.36434769197654,0.436752134513165,5.4134771307117,6.18124922285775e-08,3.95599950262896e-06
"LOC107962480",878.127941396878,1.26121166467117,0.232968917987566,5.41364777570236,6.17535843206002e-08,3.95599950262896e-06
"LOC121225186",84.8072626373434,-2.93049452185453,0.54143896723286,-5.41241894138401,6.21790044438525e-08,3.9746559752577e-06
"LOC107940619",292.401017642999,2.58674929361178,0.478160660568935,5.40979111609466,6.30983025246334e-08,4.02856053901852e-06
"LOC121216235",563.280856916243,3.72469688493728,0.688543458916281,5.40953056296502,6.31901666767928e-08,4.02957077320891e-06
"LOC121202831",474.354134559284,3.26997541482236,0.60456712139512,5.40878803874821,6.34526724746515e-08,4.04144713915473e-06
"LOC107928036",194.346211244449,4.00623301058286,0.740762168347688,5.40825811814741,6.36406619118899e-08,4.04855456906947e-06
"LOC107885966",1578.14294323978,-1.22831443166692,0.227232959854155,-5.40552934070521,6.46172715583456e-08,4.10575354246985e-06
"LOC107907234",200.392602338288,3.74508133269697,0.693427524578951,5.40082589737259,6.63347820722371e-08,4.2047999659952e-06
"LOC107916897",64.8970667385315,3.84728254864952,0.712337873744284,5.40092376167917,6.62985995335088e-08,4.2047999659952e-06
"LOC107929784",47.2241805008932,5.64428371616123,1.04537749364056,5.39927801248604,6.69096188566721e-08,4.23617027772135e-06
"LOC107910561",168.7271159938,4.25059444219151,0.787449473375911,5.39792657929986,6.74154429161097e-08,4.26310161218435e-06
"LOC107909446",146.270362717407,3.42149521971636,0.634300423629002,5.39412412834453,6.88586058427772e-08,4.34917191992902e-06
"LOC107917573",97.3823316666756,8.33510575430085,1.54637117992293,5.39010676254085,7.04158380375816e-08,4.44223343962801e-06
"LOC107951182",99.9815091337505,-2.87279614036193,0.53304632460788,-5.38939301846837,7.06960488764574e-08,4.45460763622025e-06
"LOC107957866",901.650369956044,-1.33851737543691,0.248440046728155,-5.38768766575513,7.136993849826e-08,4.491728955938e-06
"LOC107891749",1250.899168558,2.57581885943714,0.478225957457747,5.3861962515172,7.19643846121831e-08,4.5237682910662e-06
"LOC107891803",66.517000168863,6.13338427011483,1.138864685306,5.38552503141921,7.22334809381268e-08,4.53530405435215e-06
"LOC107928030",237.702914123387,2.02731971249726,0.376534185023366,5.38415844598931,7.27843689973111e-08,4.56448435728463e-06
"LOC107898024",89.0901772556804,6.20844674388211,1.15371382391931,5.38127100080265,7.39617495719925e-08,4.63283810084992e-06
"LOC107886756",692.387677265446,2.12763283364899,0.395722616690119,5.3765762782143,7.59155455227829e-08,4.74960636168042e-06
"LOC107926094",133.1023173242,-2.36674087220954,0.440312006585091,-5.37514498086294,7.6521084772801e-08,4.78183959273242e-06
"LOC107946706",541.51888678725,2.14914921548846,0.399846708531448,5.37493286710255,7.6611220830122e-08,4.78183959273242e-06
"LOC107946951",196.261653811485,-1.85629630491738,0.34539541217568,-5.37440926972476,7.68341597881215e-08,4.79011270057898e-06
"LOC107949293",38.1617299102858,4.01331885373013,0.746999746618259,5.37258395588328,7.7616271332478e-08,4.83318619324404e-06
"LOC107938131",4921.9503670857,2.51459556856233,0.468528117605228,5.36701101614797,8.00521691435465e-08,4.97356153617618e-06
"LOC107938514",92.5667208091229,3.29036981596607,0.613074621978926,5.36699725939589,8.00582727649133e-08,4.97356153617618e-06
"LOC107905598",255.003802434865,3.74698397835058,0.698289694965802,5.36594482972298,8.05265551479208e-08,4.99679532833562e-06
"LOC107931042",1893.81561890854,-2.02025047084301,0.376643556030381,-5.36382592638874,8.14774284059823e-08,5.04988524688867e-06
"LOC107957862",835.203532153815,2.86703339012896,0.534923186501579,5.35971044530614,8.33554436262146e-08,5.16024727644903e-06
"LOC107943691",179.259313811391,3.18274083698129,0.593923404021757,5.35884057679717,8.37577223289383e-08,5.17910060869907e-06
"LOC107922578",109.202889007547,-2.32719587285794,0.434404569083503,-5.3572085527733,8.45175448779559e-08,5.21999270183291e-06
"LOC107946368",994.311644665134,2.60701179093978,0.486954177929718,5.35371069619624,8.61685921491596e-08,5.31576954035887e-06
"LOC107959258",73.7178326701031,-2.49795575055154,0.466603283945048,-5.35348943417578,8.62740751747339e-08,5.31608812983662e-06
"LOC107906711",74.8238610069988,-3.63643139177573,0.679382671907613,-5.35255245996359,8.67221496003521e-08,5.33749146529833e-06
"LOC121205995",66.2903366787038,3.13771947956287,0.586345855883244,5.35131176946131,8.73189338506814e-08,5.36798717240755e-06
"LOC107958221",462.104488496569,1.79034770124166,0.33466909236069,5.34960575120008,8.81460420457353e-08,5.41255511018263e-06
"LOC107891067",264.168980911837,1.98233022890624,0.370605935437567,5.34888958690244,8.84955072819918e-08,5.42772444662883e-06
"LOC107889666",673.263825165778,5.36473746721113,1.00351811266955,5.34592988355728,8.99540282418906e-08,5.51080215560031e-06
"LOC107952037",577.688689499713,2.62657807368462,0.491351713035951,5.34561700712427,9.0109564796712e-08,5.51395618672905e-06
"LOC121213859",54.1533389546809,4.48984061821804,0.840431796588354,5.3423021790038,9.17735002131685e-08,5.60929795074536e-06
"LOC107940616",423.540596281479,3.30855412349735,0.619339295361538,5.3420704099939,9.18909467580728e-08,5.61000581866796e-06
"LOC121222245",113.085558683265,2.42987453854569,0.454879551943162,5.34179768724646,9.20293325395247e-08,5.61198894123647e-06
"LOC107951946",1711.88849118724,3.7765140964933,0.70727880474867,5.33949847095344,9.32040558482234e-08,5.67709118104489e-06
"LOC121202903",801.974530872907,-3.46587111882117,0.649396496521006,-5.33706470144017,9.44633383810056e-08,5.74718855050086e-06
"LOC107955267",319.976060873855,-2.29068739565315,0.429265005734491,-5.33630127089834,9.4861735531129e-08,5.76480858860733e-06
"LOC107963928",85.4828174805404,-2.39716176924163,0.449309162365574,-5.33521675057944,9.54304915239592e-08,5.79272921745435e-06
"LOC107890360",27.3558660615775,7.38614362574273,1.38491607060063,5.33327887699317,9.64550019999336e-08,5.84153538969198e-06
"LOC107916342",348.807794438869,3.80889954005947,0.714152467147094,5.33345429061572,9.63618282131524e-08,5.84153538969198e-06
"LOC107912855",1875.19265877466,1.21830856197461,0.228516726127121,5.33137588054224,9.74714309255788e-08,5.89472245051027e-06
"LOC107958124",261.249261184895,2.09389025967291,0.392760130411338,5.33121897449209,9.75556987676914e-08,5.89472245051027e-06
"LOC107939412",53.2279531961878,-4.82902359319864,0.905892854909816,-5.33067853115961,9.78464889619465e-08,5.90555938846409e-06
"LOC107903759",217.134064162702,-1.87517206803901,0.351883809910538,-5.32895238492428,9.87808872617516e-08,5.95517267096103e-06
"LOC107907542",1042.2150897648,4.86052827731014,0.912362145133652,5.32741116368668,9.96224762846007e-08,5.99227498668962e-06
"LOC107929728",48.5895976710106,5.98092158519886,1.12264848005555,5.3275105177205,9.95680150431711e-08,5.99227498668962e-06
"LOC107937064",3076.19207412094,3.23589673987652,0.608201328648106,5.32043681500859,1.03518397818934e-07,6.21955435059065e-06
"LOC107930070",583.516440383823,3.95283916972326,0.743147937552288,5.31904748702224,1.04311909745706e-07,6.26013218713982e-06
"LOC107914566",290.149525715446,3.1719758130704,0.596400959265488,5.3185290261386,1.04609533415452e-07,6.26848595907253e-06
"LOC107937916",165.546871498985,5.21218623114323,0.980030268477646,5.31839311375526,1.046876901e-07,6.26848595907253e-06
"LOC107927739",199.420181808595,2.91235444687695,0.547633347433292,5.3180735989269,1.04871650402861e-07,6.27241365479504e-06
"LOC107950494",71.4593230960367,2.24210858702822,0.422359141117571,5.30853571937748,1.10509430636526e-07,6.60215980641574e-06
"LOC107912534",202.505911657263,2.66025075819875,0.501185748695821,5.30791381263577,1.10887049242982e-07,6.61725958725686e-06
"LOC121223484",362.793987529051,4.24734146631814,0.800481415697241,5.3059838530025,1.12066878288461e-07,6.68014399804513e-06
"LOC107937517",97.7897159379649,2.97224812156207,0.560364768572435,5.3041309665739,1.13211015335901e-07,6.74076193784274e-06
"LOC107926603",176.383921180345,3.22167344566082,0.607837548521118,5.30022117504788,1.15662478328136e-07,6.87128481117104e-06
"LOC107949154",396.528820478872,2.12752113571909,0.401390236805556,5.30038087784809,1.15561345140466e-07,6.87128481117104e-06
"LOC107938512",866.425187101615,2.59071965282277,0.488900764297754,5.29907057221319,1.16393643066464e-07,6.90697864879961e-06
"LOC107913589",45.955145073536,4.01116988160019,0.757147084442438,5.29774196324617,1.17243488501678e-07,6.94962745266323e-06
"LOC107958199",98.930691051283,4.62535024125705,0.874187431947447,5.29102807043685,1.2163069439112e-07,7.20162430969189e-06
"LOC107931486",85.0604244891716,2.88251408577137,0.544946261238771,5.28953823670401,1.22625545993527e-07,7.25242514876e-06
"LOC107922887",386.924316833625,2.54922478784497,0.482078373443521,5.28798827799652,1.23668901324e-07,7.29998951652811e-06
"LOC107948163",212.516575859515,-2.62984139284299,0.497328667000786,-5.2879344532915,1.23705287323412e-07,7.29998951652811e-06
"LOC107922969",480.04373448188,3.66070190507797,0.692337151416044,5.287455537509,1.24029495245012e-07,7.31097999112758e-06
"LOC107919006",549.268045520053,2.14313657222743,0.405342949437783,5.28721808335386,1.24190547450331e-07,7.31233943387551e-06
"LOC107958198",1404.20438978365,1.70731222471475,0.323044684403572,5.28506521587535,1.25659982935195e-07,7.39064796415298e-06
"LOC107945892",661.848339590389,2.31985431421814,0.439142955312345,5.28268593667435,1.27303523157167e-07,7.47901141812041e-06
"LOC107893434",124.942180486097,2.34403639650479,0.443819185526115,5.28151209535052,1.28122022484475e-07,7.51876214340788e-06
"LOC107939584",876.714676131249,2.14142551542897,0.405504906549965,5.28088681749431,1.28560093886325e-07,7.53612444161965e-06
"LOC107916689",136.94731555605,5.84595054531955,1.10756659403905,5.27819327233467,1.30463821784213e-07,7.63926944087185e-06
"LOC107903843",498.558321201786,3.44084058385196,0.652166709700768,5.27601383614124,1.32024124380279e-07,7.72209977832202e-06
"LOC107910355",99.0998618508313,6.58273987771116,1.24827777079058,5.27345758431799,1.33877206300753e-07,7.78750923851757e-06
"LOC107932767",670.643520637959,1.33048529152654,0.252263584273431,5.27418690001807,1.3334595988365e-07,7.78750923851757e-06
"LOC107947654",76.3071474127202,5.47501914876891,1.03820718184033,5.27353233972423,1.33822659111314e-07,7.78750923851757e-06
"LOC107960437",266.044255188108,2.17750994959519,0.412912886244381,5.27353352761783,1.33821792508e-07,7.78750923851757e-06
"LOC107961295",60.3421566032961,7.65619786600137,1.45182523984776,5.27349825300198,1.33847528690767e-07,7.78750923851757e-06
"LOC107943517",501.699236356095,3.1160774199451,0.591076951983205,5.27186419549927,1.3504499118292e-07,7.84682475083915e-06
"LOC107955629",6241.27670975312,-1.62185093656253,0.307850582797926,-5.2683055585674,1.37688781502143e-07,7.99168007597106e-06
"LOC107908969",7083.45218601292,-1.61542313353795,0.306800598993273,-5.26538454891794,1.39896213015278e-07,8.11091916860567e-06
"LOC121203209",76.0091543980593,6.63183503726312,1.26088271923943,5.25967636487515,1.44309161176221e-07,8.35762958366152e-06
"LOC107889189",52.0851407861901,-4.25101602599443,0.808359915683,-5.25881595997083,1.4498590176818e-07,8.38765601146221e-06
"LOC121228154",28.0586127195437,-5.67102920031514,1.07863454910678,-5.25760018072046,1.45947392859475e-07,8.4340722381781e-06
"LOC107917072",43.0938544999531,5.57157478850963,1.05989598046677,5.25671848104938,1.46648534163777e-07,8.4653585211404e-06
"LOC107886774",786.427118040678,1.31770025614866,0.250739723810684,5.25525128656343,1.4782249705064e-07,8.51482203703051e-06
"LOC107892014",1087.78632602401,2.15623603486166,0.410317249700111,5.25504603191211,1.47987452749568e-07,8.51482203703051e-06
"LOC107897563",98.3194176818446,-2.3144210113597,0.440408566063463,-5.2551680182946,1.478893952812e-07,8.51482203703051e-06
"LOC107938573",878.796014773436,2.3567106752552,0.448520950641933,5.25440488762503,1.48503864472924e-07,8.5352676639362e-06
"LOC107949016",892.127342294551,3.94314902695302,0.750570009874829,5.2535392769165,1.49203839035013e-07,8.56620784197555e-06
"LOC107961961",298.85932857865,4.11996880785718,0.784434085781467,5.25215423773024,1.50330490846273e-07,8.62155126723561e-06
"LOC107906516",93.9790999363387,-3.43333916346639,0.653726820858949,-5.25194783802084,1.50499088280263e-07,8.62188939042996e-06
"LOC121211117",4891.74526376432,4.89357627097434,0.931902177651812,5.2511694771495,1.51136538361986e-07,8.64905771153171e-06
"LOC107929466",153.957055827872,-1.7086707741578,0.325446606805463,-5.25023379696555,1.51906283960052e-07,8.68373009666784e-06
"LOC107912748",51.2553967661049,5.32031153950108,1.01341525612595,5.24988301423385,1.52195834466922e-07,8.69090696128357e-06
"LOC107912908",745.599143199709,2.89063002867747,0.550714305954686,5.24887404852584,1.53031654971466e-07,8.72922869779111e-06
"LOC107946442",1566.4229539874,4.53891998233325,0.864842792327996,5.2482601723665,1.53542356066925e-07,8.73954514790383e-06
"LOC107957172",431.532107891441,4.08141208689864,0.777662246386064,5.24830941178602,1.53501331663663e-07,8.73954514790383e-06
